Hourly measurement data supplied by UK-air on 28/06/2025
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
Site Name,,"VofWH Abingdon Stert St 2",
Latitude,,51.671198,,
Longitude,,-1.281400,,
Site Type,,Urban Traffic,,
Zone,,South East,,
Agglomeration,,#N/A,,
Local Authority,,"White Horse",,
Date,Time,"Nitrogen dioxide",Status
2022-12-05,04:00:00,7.21609,V ugm-3
2022-12-05,05:00:00,8.94655,V ugm-3
2022-12-05,06:00:00,13.39433,V ugm-3
2022-12-05,07:00:00,23.03527,V ugm-3
2022-12-05,08:00:00,36.13426,V ugm-3
2022-12-05,09:00:00,38.16907,V ugm-3
2022-12-05,10:00:00,34.78023,V ugm-3
2022-12-05,11:00:00,30.92563,V ugm-3
2022-12-05,12:00:00,26.43647,V ugm-3
2022-12-05,13:00:00,23.54595,V ugm-3
2022-12-05,14:00:00,23.71435,V ugm-3
2022-12-05,15:00:00,25.02512,V ugm-3
2022-12-05,16:00:00,29.83608,V ugm-3
2022-12-05,17:00:00,30.44418,V ugm-3
2022-12-05,18:00:00,27.58492,V ugm-3
2022-12-05,19:00:00,23.97291,V ugm-3
2022-12-05,20:00:00,19.87208,V ugm-3
2022-12-05,21:00:00,15.66232,V ugm-3
2022-12-05,22:00:00,15.25095,V ugm-3
2022-12-05,23:00:00,12.41795,V ugm-3
2022-12-05,24:00:00,11.5959,V ugm-3
2022-12-06,01:00:00,10.969,V ugm-3
2022-12-06,02:00:00,9.79226,V ugm-3
2022-12-06,03:00:00,7.53127,V ugm-3
2022-12-06,04:00:00,7.56473,V ugm-3
2022-12-06,05:00:00,7.75518,V ugm-3
2022-12-06,06:00:00,11.18884,V ugm-3
2022-12-06,07:00:00,20.0939,V ugm-3
2022-12-06,08:00:00,44.66551,V ugm-3
2022-12-06,09:00:00,47.51693,V ugm-3
2022-12-06,10:00:00,38.25744,V ugm-3
2022-12-06,11:00:00,30.18149,V ugm-3
2022-12-06,12:00:00,30.45709,V ugm-3
2022-12-06,13:00:00,30.69654,V ugm-3
2022-12-06,14:00:00,30.02688,V ugm-3
2022-12-06,15:00:00,26.80444,V ugm-3
2022-12-06,16:00:00,36.87518,V ugm-3
2022-12-06,17:00:00,44.11291,V ugm-3
2022-12-06,18:00:00,43.11315,V ugm-3
2022-12-06,19:00:00,49.67268,V ugm-3
2022-12-06,20:00:00,43.38734,V ugm-3
2022-12-06,21:00:00,39.43901,V ugm-3
2022-12-06,22:00:00,36.52099,V ugm-3
2022-12-06,23:00:00,34.48454,V ugm-3
2022-12-06,24:00:00,36.58859,V ugm-3
2022-12-07,01:00:00,30.91121,V ugm-3
2022-12-07,02:00:00,28.24109,V ugm-3
2022-12-07,03:00:00,28.67566,V ugm-3
2022-12-07,04:00:00,26.30895,V ugm-3
2022-12-07,05:00:00,25.88919,V ugm-3
2022-12-07,06:00:00,28.75171,V ugm-3
2022-12-07,07:00:00,34.962,V ugm-3
2022-12-07,08:00:00,36.0981,V ugm-3
2022-12-07,09:00:00,36.40742,V ugm-3
2022-12-07,10:00:00,36.41758,V ugm-3
2022-12-07,11:00:00,30.95279,V ugm-3
2022-12-07,12:00:00,29.63251,V ugm-3
2022-12-07,13:00:00,26.00246,V ugm-3
2022-12-07,14:00:00,20.65875,V ugm-3
2022-12-07,15:00:00,23.89037,V ugm-3
2022-12-07,16:00:00,35.95826,V ugm-3
2022-12-07,17:00:00,47.30932,V ugm-3
2022-12-07,18:00:00,50.11187,V ugm-3
2022-12-07,19:00:00,51.5386,V ugm-3
2022-12-07,20:00:00,46.98274,V ugm-3
2022-12-07,21:00:00,38.91983,V ugm-3
2022-12-07,22:00:00,36.60274,V ugm-3
2022-12-07,23:00:00,37.27577,V ugm-3
2022-12-07,24:00:00,38.88248,V ugm-3
2022-12-08,01:00:00,41.25665,V ugm-3
2022-12-08,02:00:00,39.44345,V ugm-3
2022-12-08,03:00:00,38.20422,V ugm-3
2022-12-08,04:00:00,32.16521,V ugm-3
2022-12-08,05:00:00,29.87877,V ugm-3
2022-12-08,06:00:00,31.08468,V ugm-3
2022-12-08,07:00:00,35.2776,V ugm-3
2022-12-08,08:00:00,39.97086,V ugm-3
2022-12-08,09:00:00,38.79134,V ugm-3
2022-12-08,10:00:00,37.63391,V ugm-3
2022-12-08,11:00:00,30.73325,V ugm-3
2022-12-08,12:00:00,37.48123,V ugm-3
2022-12-08,13:00:00,42.26763,V ugm-3
2022-12-08,14:00:00,33.3021,V ugm-3
2022-12-08,15:00:00,35.76969,V ugm-3
2022-12-08,16:00:00,60.27809,V ugm-3
2022-12-08,17:00:00,58.41372,V ugm-3
2022-12-08,18:00:00,60.5303,V ugm-3
2022-12-08,19:00:00,57.1587,V ugm-3
2022-12-08,20:00:00,51.04154,V ugm-3
2022-12-08,21:00:00,46.36953,V ugm-3
2022-12-08,22:00:00,45.52449,V ugm-3
2022-12-08,23:00:00,42.84597,V ugm-3
2022-12-08,24:00:00,38.23419,V ugm-3
2022-12-09,01:00:00,33.38892,V ugm-3
2022-12-09,02:00:00,31.67972,V ugm-3
2022-12-09,03:00:00,33.44766,V ugm-3
2022-12-09,04:00:00,34.21671,V ugm-3
2022-12-09,05:00:00,34.44878,V ugm-3
2022-12-09,06:00:00,36.60762,V ugm-3
2022-12-09,07:00:00,37.33647,V ugm-3
2022-12-09,08:00:00,46.8217,V ugm-3
2022-12-09,09:00:00,39.33797,V ugm-3
2022-12-09,10:00:00,33.58019,V ugm-3
2022-12-09,11:00:00,34.1468,V ugm-3
2022-12-09,12:00:00,38.82194,V ugm-3
2022-12-09,13:00:00,35.40071,V ugm-3
2022-12-09,14:00:00,28.77224,V ugm-3
2022-12-09,15:00:00,29.1899,V ugm-3
2022-12-09,16:00:00,47.54986,V ugm-3
2022-12-09,17:00:00,54.32485,V ugm-3
2022-12-09,18:00:00,51.58264,V ugm-3
2022-12-09,19:00:00,48.45019,V ugm-3
2022-12-09,20:00:00,46.96285,V ugm-3
2022-12-09,21:00:00,47.85023,V ugm-3
2022-12-09,22:00:00,46.79571,V ugm-3
2022-12-09,23:00:00,43.92014,V ugm-3
2022-12-09,24:00:00,40.61515,V ugm-3
2022-12-10,01:00:00,41.46116,V ugm-3
2022-12-10,02:00:00,39.84014,V ugm-3
2022-12-10,03:00:00,36.67759,V ugm-3
2022-12-10,04:00:00,38.75173,V ugm-3
2022-12-10,05:00:00,35.76178,V ugm-3
2022-12-10,06:00:00,33.59493,V ugm-3
2022-12-10,07:00:00,37.4067,V ugm-3
2022-12-10,08:00:00,37.6411,V ugm-3
2022-12-10,09:00:00,42.14388,V ugm-3
2022-12-10,10:00:00,43.71024,V ugm-3
2022-12-10,11:00:00,41.22331,V ugm-3
2022-12-10,12:00:00,36.41757,V ugm-3
2022-12-10,13:00:00,39.96184,V ugm-3
2022-12-10,14:00:00,26.65808,V ugm-3
2022-12-10,15:00:00,26.25546,V ugm-3
2022-12-10,16:00:00,39.4405,V ugm-3
2022-12-10,17:00:00,53.27222,V ugm-3
2022-12-10,18:00:00,46.46792,V ugm-3
2022-12-10,19:00:00,44.16453,V ugm-3
2022-12-10,20:00:00,42.54419,V ugm-3
2022-12-10,21:00:00,39.02106,V ugm-3
2022-12-10,22:00:00,37.27225,V ugm-3
2022-12-10,23:00:00,30.21276,V ugm-3
2022-12-10,24:00:00,30.24731,V ugm-3
2022-12-11,01:00:00,32.32498,V ugm-3
2022-12-11,02:00:00,30.21538,V ugm-3
2022-12-11,03:00:00,26.83431,V ugm-3
2022-12-11,04:00:00,26.72388,V ugm-3
2022-12-11,05:00:00,20.40688,V ugm-3
2022-12-11,06:00:00,18.57894,V ugm-3
2022-12-11,07:00:00,18.35516,V ugm-3
2022-12-11,08:00:00,23.19439,V ugm-3
2022-12-11,09:00:00,25.66583,V ugm-3
2022-12-11,10:00:00,34.09001,V ugm-3
2022-12-11,11:00:00,33.32838,V ugm-3
2022-12-11,12:00:00,38.67337,V ugm-3
2022-12-11,13:00:00,36.54394,V ugm-3
2022-12-11,14:00:00,35.78354,V ugm-3
2022-12-11,15:00:00,37.37727,V ugm-3
2022-12-11,16:00:00,41.95187,V ugm-3
2022-12-11,17:00:00,43.3006,V ugm-3
2022-12-11,18:00:00,43.10718,V ugm-3
2022-12-11,19:00:00,35.62804,V ugm-3
2022-12-11,20:00:00,35.35934,V ugm-3
2022-12-11,21:00:00,33.43969,V ugm-3
2022-12-11,22:00:00,27.47611,V ugm-3
2022-12-11,23:00:00,18.12278,V ugm-3
2022-12-11,24:00:00,16.12823,V ugm-3
2022-12-12,01:00:00,14.09472,V ugm-3
2022-12-12,02:00:00,13.87978,V ugm-3
2022-12-12,03:00:00,14.50428,V ugm-3
2022-12-12,04:00:00,15.0324,V ugm-3
2022-12-12,05:00:00,14.5519,V ugm-3
2022-12-12,06:00:00,15.80963,V ugm-3
2022-12-12,07:00:00,22.64667,V ugm-3
2022-12-12,08:00:00,34.4922,V ugm-3
2022-12-12,09:00:00,35.73482,V ugm-3
2022-12-12,10:00:00,34.3386,V ugm-3
2022-12-12,11:00:00,35.50916,V ugm-3
2022-12-12,12:00:00,35.5913,V ugm-3
2022-12-12,13:00:00,35.72159,V ugm-3
2022-12-12,14:00:00,39.12299,V ugm-3
2022-12-12,15:00:00,36.61396,V ugm-3
2022-12-12,16:00:00,41.64549,V ugm-3
2022-12-12,17:00:00,37.08212,V ugm-3
2022-12-12,18:00:00,41.83571,V ugm-3
2022-12-12,19:00:00,41.46646,V ugm-3
2022-12-12,20:00:00,40.6138,V ugm-3
2022-12-12,21:00:00,46.02798,V ugm-3
2022-12-12,22:00:00,44.42302,V ugm-3
2022-12-12,23:00:00,40.92697,V ugm-3
2022-12-12,24:00:00,41.07732,V ugm-3
2022-12-13,01:00:00,33.936,V ugm-3
2022-12-13,02:00:00,34.07138,V ugm-3
2022-12-13,03:00:00,29.04814,V ugm-3
2022-12-13,04:00:00,29.0611,V ugm-3
2022-12-13,05:00:00,28.06969,V ugm-3
2022-12-13,06:00:00,35.15288,V ugm-3
2022-12-13,07:00:00,37.38092,V ugm-3
2022-12-13,08:00:00,41.37933,V ugm-3
2022-12-13,09:00:00,41.82478,V ugm-3
2022-12-13,10:00:00,39.75797,V ugm-3
2022-12-13,11:00:00,45.91096,V ugm-3
2022-12-13,12:00:00,52.97407,V ugm-3
2022-12-13,13:00:00,46.76126,V ugm-3
2022-12-13,14:00:00,49.77576,V ugm-3
2022-12-13,15:00:00,50.13763,V ugm-3
2022-12-13,16:00:00,53.2187,V ugm-3
2022-12-13,17:00:00,55.79504,V ugm-3
2022-12-13,18:00:00,52.56538,V ugm-3
2022-12-13,19:00:00,51.43351,V ugm-3
2022-12-13,20:00:00,51.38624,V ugm-3
2022-12-13,21:00:00,45.98748,V ugm-3
2022-12-13,22:00:00,44.01042,V ugm-3
2022-12-13,23:00:00,41.00744,V ugm-3
2022-12-13,24:00:00,41.58271,V ugm-3
2022-12-14,01:00:00,32.68977,V ugm-3
2022-12-14,02:00:00,28.30812,V ugm-3
2022-12-14,03:00:00,25.45699,V ugm-3
2022-12-14,04:00:00,21.81287,V ugm-3
2022-12-14,05:00:00,27.10212,V ugm-3
2022-12-14,06:00:00,27.27707,V ugm-3
2022-12-14,07:00:00,37.56845,V ugm-3
2022-12-14,08:00:00,43.0194,V ugm-3
2022-12-14,09:00:00,43.43038,V ugm-3
2022-12-14,10:00:00,45.07735,V ugm-3
2022-12-14,11:00:00,43.24139,V ugm-3
2022-12-14,12:00:00,39.1444,V ugm-3
2022-12-14,13:00:00,40.94843,V ugm-3
2022-12-14,14:00:00,45.40758,V ugm-3
2022-12-14,15:00:00,38.82926,V ugm-3
2022-12-14,16:00:00,50.69894,V ugm-3
2022-12-14,17:00:00,48.62982,V ugm-3
2022-12-14,18:00:00,50.38151,V ugm-3
2022-12-14,19:00:00,51.85516,V ugm-3
2022-12-14,20:00:00,50.83461,V ugm-3
2022-12-14,21:00:00,44.26414,V ugm-3
2022-12-14,22:00:00,44.467,V ugm-3
2022-12-14,23:00:00,44.35093,V ugm-3
2022-12-14,24:00:00,43.41214,V ugm-3
2022-12-15,01:00:00,42.70478,V ugm-3
2022-12-15,02:00:00,43.34577,V ugm-3
2022-12-15,03:00:00,43.27042,V ugm-3
2022-12-15,04:00:00,40.84939,V ugm-3
2022-12-15,05:00:00,41.14144,V ugm-3
2022-12-15,06:00:00,40.935,V ugm-3
2022-12-15,07:00:00,40.34797,V ugm-3
2022-12-15,08:00:00,41.65388,V ugm-3
2022-12-15,09:00:00,39.01027,V ugm-3
2022-12-15,10:00:00,43.09554,V ugm-3
2022-12-15,11:00:00,43.12011,V ugm-3
2022-12-15,12:00:00,44.3092,V ugm-3
2022-12-15,13:00:00,51.71603,V ugm-3
2022-12-15,14:00:00,45.93118,V ugm-3
2022-12-15,15:00:00,41.95337,V ugm-3
2022-12-15,16:00:00,54.56673,V ugm-3
2022-12-15,17:00:00,60.51945,V ugm-3
2022-12-15,18:00:00,62.68279,V ugm-3
2022-12-15,19:00:00,58.03016,V ugm-3
2022-12-15,20:00:00,53.19781,V ugm-3
2022-12-15,21:00:00,49.3945,V ugm-3
2022-12-15,22:00:00,48.2824,V ugm-3
2022-12-15,23:00:00,45.87895,V ugm-3
2022-12-15,24:00:00,43.0162,V ugm-3
2022-12-16,01:00:00,40.44738,V ugm-3
2022-12-16,02:00:00,36.16532,V ugm-3
2022-12-16,03:00:00,34.4356,V ugm-3
2022-12-16,04:00:00,32.54564,V ugm-3
2022-12-16,05:00:00,32.81045,V ugm-3
2022-12-16,06:00:00,32.05817,V ugm-3
2022-12-16,07:00:00,30.94785,V ugm-3
2022-12-16,08:00:00,31.21066,V ugm-3
2022-12-16,09:00:00,29.87994,V ugm-3
2022-12-16,10:00:00,37.96651,V ugm-3
2022-12-16,11:00:00,43.97352,V ugm-3
2022-12-16,12:00:00,44.69364,V ugm-3
2022-12-16,13:00:00,56.60355,V ugm-3
2022-12-16,14:00:00,43.74221,V ugm-3
2022-12-16,15:00:00,40.64997,V ugm-3
2022-12-16,16:00:00,48.95023,V ugm-3
2022-12-16,17:00:00,48.14495,V ugm-3
2022-12-16,18:00:00,39.4205,V ugm-3
2022-12-16,19:00:00,36.10412,V ugm-3
2022-12-16,20:00:00,36.52738,V ugm-3
2022-12-16,21:00:00,37.87649,V ugm-3
2022-12-16,22:00:00,33.94041,V ugm-3
2022-12-16,23:00:00,34.07502,V ugm-3
2022-12-16,24:00:00,30.9608,V ugm-3
2022-12-17,01:00:00,31.99109,V ugm-3
2022-12-17,02:00:00,34.89902,V ugm-3
2022-12-17,03:00:00,39.00625,V ugm-3
2022-12-17,04:00:00,38.29627,V ugm-3
2022-12-17,05:00:00,36.76532,V ugm-3
2022-12-17,06:00:00,37.36124,V ugm-3
2022-12-17,07:00:00,37.57155,V ugm-3
2022-12-17,08:00:00,32.19864,V ugm-3
2022-12-17,09:00:00,36.01872,V ugm-3
2022-12-17,10:00:00,40.72453,V ugm-3
2022-12-17,11:00:00,47.28117,V ugm-3
2022-12-17,12:00:00,36.19082,V ugm-3
2022-12-17,13:00:00,28.32418,V ugm-3
2022-12-17,14:00:00,28.06298,V ugm-3
2022-12-17,15:00:00,36.56113,V ugm-3
2022-12-17,16:00:00,44.93494,V ugm-3
2022-12-17,17:00:00,48.1788,V ugm-3
2022-12-17,18:00:00,51.44651,V ugm-3
2022-12-17,19:00:00,46.49856,V ugm-3
2022-12-17,20:00:00,48.15117,V ugm-3
2022-12-17,21:00:00,51.2648,V ugm-3
2022-12-17,22:00:00,34.95818,V ugm-3
2022-12-17,23:00:00,30.13011,V ugm-3
2022-12-17,24:00:00,27.7038,V ugm-3
2022-12-18,01:00:00,21.02149,V ugm-3
2022-12-18,02:00:00,17.73431,V ugm-3
2022-12-18,03:00:00,17.88161,V ugm-3
2022-12-18,04:00:00,21.60727,V ugm-3
2022-12-18,05:00:00,18.79776,V ugm-3
2022-12-18,06:00:00,16.82228,V ugm-3
2022-12-18,07:00:00,14.11215,V ugm-3
2022-12-18,08:00:00,14.6608,V ugm-3
2022-12-18,09:00:00,15.88328,V ugm-3
2022-12-18,10:00:00,19.3431,V ugm-3
2022-12-18,11:00:00,19.96521,V ugm-3
2022-12-18,12:00:00,20.51145,V ugm-3
2022-12-18,13:00:00,23.00572,V ugm-3
2022-12-18,14:00:00,21.73877,V ugm-3
2022-12-18,15:00:00,18.65299,V ugm-3
2022-12-18,16:00:00,17.24414,V ugm-3
2022-12-18,17:00:00,14.66176,V ugm-3
2022-12-18,18:00:00,17.57725,V ugm-3
2022-12-18,19:00:00,21.67456,V ugm-3
2022-12-18,20:00:00,18.52592,V ugm-3
2022-12-18,21:00:00,12.67068,V ugm-3
2022-12-18,22:00:00,9.54706,V ugm-3
2022-12-18,23:00:00,10.51342,V ugm-3
2022-12-18,24:00:00,7.24689,V ugm-3
2022-12-19,01:00:00,3.72088,V ugm-3
2022-12-19,02:00:00,3.14056,V ugm-3
2022-12-19,03:00:00,2.94541,V ugm-3
2022-12-19,04:00:00,2.88462,V ugm-3
2022-12-19,05:00:00,3.04324,V ugm-3
2022-12-19,06:00:00,3.75212,V ugm-3
2022-12-19,07:00:00,8.02182,V ugm-3
2022-12-19,08:00:00,10.38283,V ugm-3
2022-12-19,09:00:00,10.31886,V ugm-3
2022-12-19,10:00:00,10.58837,V ugm-3
2022-12-19,11:00:00,12.64969,V ugm-3
2022-12-19,12:00:00,10.22596,V ugm-3
2022-12-19,13:00:00,11.25602,V ugm-3
2022-12-19,14:00:00,9.89981,V ugm-3
2022-12-19,15:00:00,8.20293,V ugm-3
2022-12-19,16:00:00,10.83067,V ugm-3
2022-12-19,17:00:00,12.18307,V ugm-3
2022-12-19,18:00:00,15.40668,V ugm-3
2022-12-19,19:00:00,15.09379,V ugm-3
2022-12-19,20:00:00,12.65939,V ugm-3
2022-12-19,21:00:00,7.81804,V ugm-3
2022-12-19,22:00:00,6.04515,V ugm-3
2022-12-19,23:00:00,4.76533,V ugm-3
2022-12-19,24:00:00,3.43769,V ugm-3
2022-12-20,01:00:00,2.94934,V ugm-3
2022-12-20,02:00:00,2.72464,V ugm-3
2022-12-20,03:00:00,2.56832,V ugm-3
2022-12-20,04:00:00,2.51524,V ugm-3
2022-12-20,05:00:00,2.133,V ugm-3
2022-12-20,06:00:00,7.94157,V ugm-3
2022-12-20,07:00:00,17.11117,V ugm-3
2022-12-20,08:00:00,16.57264,V ugm-3
2022-12-20,09:00:00,21.05151,V ugm-3
2022-12-20,10:00:00,18.22591,V ugm-3
2022-12-20,11:00:00,15.12457,V ugm-3
2022-12-20,12:00:00,15.31048,V ugm-3
2022-12-20,13:00:00,19.95522,V ugm-3
2022-12-20,14:00:00,19.13243,V ugm-3
2022-12-20,15:00:00,20.28405,V ugm-3
2022-12-20,16:00:00,20.50156,V ugm-3
2022-12-20,17:00:00,34.1861,V ugm-3
2022-12-20,18:00:00,27.0888,V ugm-3
2022-12-20,19:00:00,18.44226,V ugm-3
2022-12-20,20:00:00,17.0206,V ugm-3
2022-12-20,21:00:00,23.55701,V ugm-3
2022-12-20,22:00:00,33.77972,V ugm-3
2022-12-20,23:00:00,12.77062,V ugm-3
2022-12-20,24:00:00,11.18788,V ugm-3
2022-12-21,01:00:00,10.55376,V ugm-3
2022-12-21,02:00:00,12.13705,V ugm-3
2022-12-21,03:00:00,12.24951,V ugm-3
2022-12-21,04:00:00,10.23993,V ugm-3
2022-12-21,05:00:00,6.62411,V ugm-3
2022-12-21,06:00:00,9.95616,V ugm-3
2022-12-21,07:00:00,13.63485,V ugm-3
2022-12-21,08:00:00,15.05601,V ugm-3
2022-12-21,09:00:00,14.71313,V ugm-3
2022-12-21,10:00:00,15.99337,V ugm-3
2022-12-21,11:00:00,18.00947,V ugm-3
2022-12-21,12:00:00,19.55584,V ugm-3
2022-12-21,13:00:00,14.79048,V ugm-3
2022-12-21,14:00:00,16.76217,V ugm-3
2022-12-21,15:00:00,19.82005,V ugm-3
2022-12-21,16:00:00,26.19728,V ugm-3
2022-12-21,17:00:00,48.3934,V ugm-3
2022-12-21,18:00:00,53.12711,V ugm-3
2022-12-21,19:00:00,52.12189,V ugm-3
2022-12-21,20:00:00,45.55069,V ugm-3
2022-12-21,21:00:00,35.34277,V ugm-3
2022-12-21,22:00:00,37.95214,V ugm-3
2022-12-21,23:00:00,31.06626,V ugm-3
2022-12-21,24:00:00,29.59422,V ugm-3
2022-12-22,01:00:00,20.19065,V ugm-3
2022-12-22,02:00:00,18.11681,V ugm-3
2022-12-22,03:00:00,18.74061,V ugm-3
2022-12-22,04:00:00,19.8959,V ugm-3
2022-12-22,05:00:00,17.89741,V ugm-3
2022-12-22,06:00:00,19.14514,V ugm-3
2022-12-22,07:00:00,19.27187,V ugm-3
2022-12-22,08:00:00,35.65449,V ugm-3
2022-12-22,09:00:00,30.76774,V ugm-3
2022-12-22,10:00:00,36.97668,V ugm-3
2022-12-22,11:00:00,32.60746,V ugm-3
2022-12-22,12:00:00,22.98503,V ugm-3
2022-12-22,13:00:00,22.65007,V ugm-3
2022-12-22,14:00:00,21.77017,V ugm-3
2022-12-22,15:00:00,22.09554,V ugm-3
2022-12-22,16:00:00,21.97569,V ugm-3
2022-12-22,17:00:00,27.29037,V ugm-3
2022-12-22,18:00:00,20.30634,V ugm-3
2022-12-22,19:00:00,18.79718,V ugm-3
2022-12-22,20:00:00,16.36653,V ugm-3
2022-12-22,21:00:00,14.56634,V ugm-3
2022-12-22,22:00:00,13.93445,V ugm-3
2022-12-22,23:00:00,11.87252,V ugm-3
2022-12-22,24:00:00,12.03206,V ugm-3
2022-12-23,01:00:00,10.34939,V ugm-3
2022-12-23,02:00:00,8.88554,V ugm-3
2022-12-23,03:00:00,8.05478,V ugm-3
2022-12-23,04:00:00,5.53581,V ugm-3
2022-12-23,05:00:00,4.71532,V ugm-3
2022-12-23,06:00:00,16.05048,V ugm-3
2022-12-23,07:00:00,22.48998,V ugm-3
2022-12-23,08:00:00,24.2909,V ugm-3
2022-12-23,09:00:00,21.0771,V ugm-3
2022-12-23,10:00:00,28.16652,V ugm-3
2022-12-23,11:00:00,35.50281,V ugm-3
2022-12-23,12:00:00,23.56782,V ugm-3
2022-12-23,13:00:00,17.20954,V ugm-3
2022-12-23,14:00:00,13.05729,V ugm-3
2022-12-23,15:00:00,11.32045,V ugm-3
2022-12-23,16:00:00,11.18716,V ugm-3
2022-12-23,17:00:00,12.49861,V ugm-3
2022-12-23,18:00:00,14.2199,V ugm-3
2022-12-23,19:00:00,14.41087,V ugm-3
2022-12-23,20:00:00,14.48351,V ugm-3
2022-12-23,21:00:00,10.86973,V ugm-3
2022-12-23,22:00:00,15.25413,V ugm-3
2022-12-23,23:00:00,10.09589,V ugm-3
2022-12-23,24:00:00,6.71649,V ugm-3
2022-12-24,01:00:00,4.87836,V ugm-3
2022-12-24,02:00:00,4.00882,V ugm-3
2022-12-24,03:00:00,3.7915,V ugm-3
2022-12-24,04:00:00,2.79713,V ugm-3
2022-12-24,05:00:00,3.36993,V ugm-3
2022-12-24,06:00:00,6.88844,V ugm-3
2022-12-24,07:00:00,9.17124,V ugm-3
2022-12-24,08:00:00,15.38756,V ugm-3
2022-12-24,09:00:00,26.04626,V ugm-3
2022-12-24,10:00:00,37.08698,V ugm-3
2022-12-24,11:00:00,35.73996,V ugm-3
2022-12-24,12:00:00,31.70837,V ugm-3
2022-12-24,13:00:00,22.55004,V ugm-3
2022-12-24,14:00:00,17.59195,V ugm-3
2022-12-24,15:00:00,21.21352,V ugm-3
2022-12-24,16:00:00,30.80505,V ugm-3
2022-12-24,17:00:00,23.96142,V ugm-3
2022-12-24,18:00:00,21.53545,V ugm-3
2022-12-24,19:00:00,16.3916,V ugm-3
2022-12-24,20:00:00,10.66031,V ugm-3
2022-12-24,21:00:00,9.06062,V ugm-3
2022-12-24,22:00:00,6.31958,V ugm-3
2022-12-24,23:00:00,5.9524,V ugm-3
2022-12-24,24:00:00,4.50237,V ugm-3
2022-12-25,01:00:00,4.92921,V ugm-3
2022-12-25,02:00:00,4.91904,V ugm-3
2022-12-25,03:00:00,3.44344,V ugm-3
2022-12-25,04:00:00,3.52589,V ugm-3
2022-12-25,05:00:00,3.36256,V ugm-3
2022-12-25,06:00:00,3.01822,V ugm-3
2022-12-25,07:00:00,2.98755,V ugm-3
2022-12-25,08:00:00,3.42788,V ugm-3
2022-12-25,09:00:00,5.1983,V ugm-3
2022-12-25,10:00:00,7.67389,V ugm-3
2022-12-25,11:00:00,10.12045,V ugm-3
2022-12-25,12:00:00,10.8734,V ugm-3
2022-12-25,13:00:00,9.65763,V ugm-3
2022-12-25,14:00:00,7.27247,V ugm-3
2022-12-25,15:00:00,6.54371,V ugm-3
2022-12-25,16:00:00,7.03213,V ugm-3
2022-12-25,17:00:00,8.84436,V ugm-3
2022-12-25,18:00:00,8.58334,V ugm-3
2022-12-25,19:00:00,8.77818,V ugm-3
2022-12-25,20:00:00,6.34144,V ugm-3
2022-12-25,21:00:00,5.64189,V ugm-3
2022-12-25,22:00:00,7.63932,V ugm-3
2022-12-25,23:00:00,4.99734,V ugm-3
2022-12-25,24:00:00,2.83398,V ugm-3
2022-12-26,01:00:00,2.23469,V ugm-3
2022-12-26,02:00:00,1.66666,V ugm-3
2022-12-26,03:00:00,1.95818,V ugm-3
2022-12-26,04:00:00,2.46056,V ugm-3
2022-12-26,05:00:00,3.1771,V ugm-3
2022-12-26,06:00:00,5.38449,V ugm-3
2022-12-26,07:00:00,8.49625,V ugm-3
2022-12-26,08:00:00,13.44729,V ugm-3
2022-12-26,09:00:00,11.82033,V ugm-3
2022-12-26,10:00:00,12.97004,V ugm-3
2022-12-26,11:00:00,13.22895,V ugm-3
2022-12-26,12:00:00,11.48278,V ugm-3
2022-12-26,13:00:00,10.70767,V ugm-3
2022-12-26,14:00:00,10.82393,V ugm-3
2022-12-26,15:00:00,9.42662,V ugm-3
2022-12-26,16:00:00,9.75072,V ugm-3
2022-12-26,17:00:00,9.60957,V ugm-3
2022-12-26,18:00:00,11.03588,V ugm-3
2022-12-26,19:00:00,15.9075,V ugm-3
2022-12-26,20:00:00,11.54635,V ugm-3
2022-12-26,21:00:00,7.69965,V ugm-3
2022-12-26,22:00:00,9.29055,V ugm-3
2022-12-26,23:00:00,9.46727,V ugm-3
2022-12-26,24:00:00,5.73342,V ugm-3
2022-12-27,01:00:00,4.87317,V ugm-3
2022-12-27,02:00:00,3.68036,V ugm-3
2022-12-27,03:00:00,5.59893,V ugm-3
2022-12-27,04:00:00,5.14505,V ugm-3
2022-12-27,05:00:00,6.78475,V ugm-3
2022-12-27,06:00:00,7.28804,V ugm-3
2022-12-27,07:00:00,7.30323,V ugm-3
2022-12-27,08:00:00,7.50555,V ugm-3
2022-12-27,09:00:00,10.14602,V ugm-3
2022-12-27,10:00:00,11.4841,V ugm-3
2022-12-27,11:00:00,18.16624,V ugm-3
2022-12-27,12:00:00,14.52662,V ugm-3
2022-12-27,13:00:00,11.31253,V ugm-3
2022-12-27,14:00:00,7.84847,V ugm-3
2022-12-27,15:00:00,7.51012,V ugm-3
2022-12-27,16:00:00,7.50482,V ugm-3
2022-12-27,17:00:00,6.93367,V ugm-3
2022-12-27,18:00:00,6.55367,V ugm-3
2022-12-27,19:00:00,7.26057,V ugm-3
2022-12-27,20:00:00,5.07662,V ugm-3
2022-12-27,21:00:00,5.04446,V ugm-3
2022-12-27,22:00:00,4.73065,V ugm-3
2022-12-27,23:00:00,3.41162,V ugm-3
2022-12-27,24:00:00,2.50729,V ugm-3
2022-12-28,01:00:00,2.39929,V ugm-3
2022-12-28,02:00:00,1.85078,V ugm-3
2022-12-28,03:00:00,1.94004,V ugm-3
